pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
B700RT,2016,684.0833333,Q54,05L,399298,293324,E01010094,E02002055,A1,E12000005,E08000028,-62,-0.129002279
B706JX,2016,1589.416667,Q54,05L,401156,290538,E01010107,E02002062,A1,E12000005,E08000028,-85,-0.160755899
B707AW,2016,7253.166667,Q54,05L,400234,290902,E01009988,E02002062,A1,E12000005,E08000028,-35,-0.510651378
B708HQ,2016,981.5,Q54,05L,399957,290785,E01009989,E02002061,A1,E12000005,E08000028,124,0.778015496
B708PG,2016,1266.833333,Q54,05L,400056,291112,E01009986,E02002061,A1,E12000005,E08000028,50,-0.560637774
B709JL,2016,1076.583333,Q54,05L,399730,291395,E01009987,E02002061,A1,E12000005,E08000028,52,-1.092532051
B709LB,2016,3606.083333,Q54,05L,399958,291658,E01010103,E02002059,A1,E12000005,E08000028,-119,-0.572397331
B713AS,2016,1866.916667,Q54,05L,401295,293955,E01009950,E02006810,A1,E12000005,E08000028,-26,0.720559472
B713LN,2016,1781.666667,Q54,05L,401271,294177,E01009950,E02006810,A1,E12000005,E08000028,-26,-0.041734065
B714DL,2016,1536.666667,Q54,05L,400944,292555,E01009947,E02002059,A1,E12000005,E08000028,-97,-4.678202286
B721DL,2016,3959.583333,Q54,13P,411901,293446,E01009463,E02001841,A1,E12000005,E08000025,115,-1.659963039
B721RL,2016,8320.833333,Q54,13P,412055,295606,E01009449,E02001835,A1,E12000005,E08000025,2,-1.387773545
B736SP,2016,2558.916667,Q54,13P,408329,296301,E01009464,E02001833,A1,E12000005,E08000025,71,-0.941516071
B742UE,2016,4079.333333,Q54,13P,411762,298402,E01009425,E02001828,A1,E12000005,E08000025,-51,-1.31628934
B743PL,2016,1203.416667,Q54,05Y,407438,298033,E01010386,E02002137,A1,E12000005,E08000030,-121,-1.360157641
B755BS,2016,3875.166667,Q54,13P,411756,298842,E01009423,E02001828,A1,E12000005,E08000025,111,-1.504894985
B756DX,2016,2511.583333,Q54,13P,413197,297744,E01009444,E02001832,A1,E12000005,E08000025,52,-0.927903884
B757PG,2016,694.25,Q54,13P,414268,296341,E01009445,E02001831,A1,E12000005,E08000025,70,-1.305325819
B75BT,2016,580.5,Q54,13P,408795,288378,E01009203,E02001869,A1,E12000005,E08000025,-61,-2.845518079
B75DT,2016,2446.416667,Q54,05L,408474,288433,E01009203,E02001869,A1,E12000005,E08000025,-61,-0.436328271
B75PR,2016,1873.916667,Q54,13P,409106,288970,E01009201,E02001869,A1,E12000005,E08000025,-47,-3.043444013
B761QN,2016,5348.5,Q54,13P,413668,293669,E01009440,E02001838,A1,E12000005,E08000025,-9,-0.85504315
B772ED,2016,1302.5,Q60,05Q,422856,302742,E01029840,E02006223,C1,E12000005,E07000199,15,0.957427084
B773BZ,2016,2058,Q60,05Q,422834,304175,E01029823,E02006220,C1,E12000005,E07000199,-103,1.400346989
B774JA,2016,2010.583333,Q60,05Q,423734,302257,E01029859,E02006223,C1,E12000005,E07000199,46,0.666341555
B775BD,2016,2839.636364,Q60,05Q,422352,301271,E01032902,E02006226,C1,E12000005,E07000199,-24,1.025168492
B775LB,2016,793.3333333,Q60,05Q,422797,301136,E01029867,E02006226,C1,E12000005,E07000199,-14,1.783367684
B781QA,2016,3943.166667,Q53,05H,426228,300763,E01031026,E02006469,D1,E12000005,E07000218,48,0.348690197
B782NR,2016,3485.583333,Q53,05H,421779,296255,E01031033,E02006471,D1,E12000005,E07000218,8,0.955782752
B797BH,2016,516.8333333,Q60,05Q,420434,303885,E01029835,E02006218,C1,E12000005,E07000199,-83,-0.429304829
B797DJ,2016,4729.5,Q60,05Q,420582,304157,E01029835,E02006218,C1,E12000005,E07000199,-83,0.615471697
B797EA,2016,6594.666667,Q60,05Q,420729,304385,E01029851,E02006218,C1,E12000005,E07000199,-86,-0.273656149
B797JN,2016,4369.166667,Q60,05Q,420885,304357,E01029851,E02006218,C1,E12000005,E07000199,-86,-0.782326928
B798BH,2016,4430.416667,Q60,05Q,420693,304636,E01029851,E02006218,C1,E12000005,E07000199,-86,-0.510468729
B807HJ,2016,613.5833333,Q53,05R,407163,263853,E01031239,E02006506,D1,E12000005,E07000221,82,-0.801272116
B807QU,2016,2130.416667,Q53,05R,407077,263622,E01031239,E02006506,D1,E12000005,E07000221,82,-0.421411933
B81JA,2016,3318.833333,Q54,13P,409872,288098,E01009483,E02001877,A1,E12000005,E08000025,6,0.136991701
B81RE,2016,1304.083333,Q54,13P,409882,288496,E01009482,E02001874,A1,E12000005,E08000025,-53,-1.065894256
B81RT,2016,915.1666667,Q54,13P,409894,288203,E01009483,E02001877,A1,E12000005,E08000025,6,0.315491265
B81RZ,2016,3926.75,Q54,13P,410149,288113,E01009489,E02001877,A1,E12000005,E08000025,80,-1.565154909
B82HB,2016,3345.666667,Q54,04X,411321,288447,E01009486,E02001870,A1,E12000005,E08000025,-103,-2.71534925
B82JN,2016,2255.833333,Q54,13P,411878,288375,E01009481,E02001870,A1,E12000005,E08000025,52,-1.904709503
B83HE,2016,1759.416667,Q54,13P,410625,287929,E01009491,E02001877,A1,E12000005,E08000025,75,-3.845458117
B83HX,2016,1538.166667,Q54,13P,411160,287707,E01009488,E02001877,A1,E12000005,E08000025,118,-1.38052802
B83QD,2016,1845.583333,Q54,13P,410237,288009,E01009489,E02001877,A1,E12000005,E08000025,80,-1.858578392
B83RZ,2016,942.6666667,Q54,13P,411736,287566,E01009492,E02001881,A1,E12000005,E08000025,-21,-0.678792698
B83SW,2016,4272.916667,Q54,13P,410347,287741,E01009194,E02001877,A1,E12000005,E08000025,-71,-2.399421822
B901NG,2016,946.0833333,Q54,05P,409046,278869,E01010218,E02002101,A1,E12000005,E08000029,-82,-0.515436973
B902LW,2016,2311.333333,Q54,05P,410900,278791,E01010219,E02002101,A1,E12000005,E08000029,52,-0.224937423
B903LX,2016,6871.5,Q54,05P,412252,280200,E01010204,E02002098,A1,E12000005,E08000029,36,-0.488910441
B904DD,2016,13451.25,Q54,05P,411990,277473,E01010211,E02002103,A1,E12000005,E08000029,61,0.001857635
B904EH,2016,4040,Q54,05P,414736,277059,E01010207,E02002104,A1,E12000005,E08000029,-49,-0.263246458
B911TF,2016,781.1666667,Q54,05P,413166,278469,E01010202,E02002102,A1,E12000005,E08000029,-103,-0.543348751
B912AE,2016,758.3333333,Q54,05P,415344,280113,E01010226,E02002096,A1,E12000005,E08000029,-11,-4.102168678
B912AG,2016,6647,Q54,05P,415383,280207,E01010226,E02002096,A1,E12000005,E08000029,-11,-0.127445434
B920AH,2016,981.5,Q54,05P,420375,280730,E01010108,E02002097,C1,E12000005,E08000029,-128,0.209439259
B927JS,2016,2356.083333,Q54,05P,413253,282227,E01010175,E02002093,A1,E12000005,E08000029,-1,-1.147343569
B927SA,2016,1876.25,Q54,05P,413747,283312,E01010163,E02002090,A1,E12000005,E08000029,45,-0.497198827
B928ED,2016,3546.666667,Q54,05P,414444,282935,E01010158,E02002092,A1,E12000005,E08000029,-84,-0.072693736
B930QA,2016,1514.666667,Q54,05P,417471,275782,E01010153,E02002106,A1,E12000005,E08000029,76,-0.164982774
B938LH,2016,3665.916667,Q54,05P,416976,274997,E01010188,E02002108,A1,E12000005,E08000029,-50,-1.741379397
B945DY,2016,1430.5,Q53,05R,410674,271569,E01031243,E02006504,E1,E12000005,E07000221,108,0.130424528
B946LH,2016,852.4166667,Q53,05R,418604,271117,E01031282,E02006522,E1,E12000005,E07000222,-15,1.48427757
B94LS,2016,1047.166667,Q54,04X,408851,286660,E01009200,E02006900,A1,E12000005,E08000025,-86,-1.265454092
B955DD,2016,2224.083333,Q53,05R,415236,265631,E01031203,E02006505,D1,E12000005,E07000221,-73,0.200037743
B95EG,2016,1106,Q54,13P,409926,286549,E01009344,E02006900,A1,E12000005,E08000025,68,-0.193423622
B95PU,2016,9428.583333,Q54,13P,411027,286432,E01009342,E02001889,A1,E12000005,E08000025,106,-2.170568363
B966DS,2016,1721.25,Q53,05J,404265,262468,E01032231,E02006733,C1,E12000005,E07000236,-44,-0.157973153
B974AB,2016,4887,Q53,05J,404026,267808,E01032224,E02006724,C1,E12000005,E07000236,15,-0.647626869
B974AJ,2016,3818.666667,Q53,05J,404021,267701,E01032224,E02006724,C1,E12000005,E07000236,15,-1.01792131
B974AL,2016,3517.083333,Q53,05J,403963,267725,E01032224,E02006724,C1,E12000005,E07000236,15,-0.422545081
B974LA,2016,1885,Q53,05J,403758,266160,E01032258,E02006731,C1,E12000005,E07000236,-117,-1.014900068
B974RN,2016,2930.583333,Q53,05J,403427,267494,E01032238,E02006726,C1,E12000005,E07000236,-18,-0.844313674
B975JX,2016,2386.583333,Q53,05J,403937,264807,E01032247,E02006732,C1,E12000005,E07000236,-121,0.166366023
B980NR,2016,5343,Q53,05J,407287,267251,E01032278,E02006725,C1,E12000005,E07000236,100,-1.005822669
B987RY,2016,1290.416667,Q53,05J,405863,265471,E01032252,E02006730,C1,E12000005,E07000236,0,1.377122791
B989AA,2016,2007.75,Q53,05J,406524,268725,E01032245,E02006722,C1,E12000005,E07000236,114,-0.152187394
BA100EG,2016,2009.5,Q65,11X,368473,134855,E01029157,E02006075,D1,E12000009,E07000189,-4,-0.608256071
BA112FH,2016,9703.25,Q65,11X,378345,148728,E01029034,E02006049,C1,E12000009,E07000187,-105,-0.30038184
BA116SE,2016,3170.75,Q65,11X,380453,151963,E01029023,E02006047,E1,E12000009,E07000187,-64,0.161057524
BA11JW,2016,18.66666667,Q64,11E,375270,164469,E01014371,E02002991,C1,E12000009,E06000022,-80,3.805479264
BA126DT,2016,1494.75,Q64,99N,381513,132318,E01032035,E02006665,D1,E12000009,E06000054,-26,0.816449633
BA128QS,2016,1403.083333,Q64,99N,387402,145293,E01032103,E02006694,C1,E12000009,E06000054,98,-0.193421958
BA129AA,2016,5303.25,Q64,99N,387624,145250,E01032103,E02006694,C1,E12000009,E06000054,98,-0.532865064
BA12AU,2016,1108.833333,Q64,11E,374516,164969,E01033080,E02002993,C1,E12000009,E06000022,45,0.272365019
BA12PS,2016,679.2,Q64,11E,374640,165387,E01014372,E02002991,C1,E12000009,E06000022,-106,-0.612031566
BA12SR,2016,3362.166667,Q64,11E,374569,165665,E01033080,E02002993,C1,E12000009,E06000022,45,-0.110956035
BA133FQ,2016,6449.833333,Q64,99N,385890,150423,E01032117,E02006691,C1,E12000009,E06000054,116,-0.527418368
BA13PT,2016,2638.416667,Q64,11E,372680,165473,E01014428,E02002992,C1,E12000009,E06000022,15,-0.644253751
BA147EH,2016,5720.5,Q64,99N,385977,157738,E01032101,E02006685,C1,E12000009,E06000054,-37,-1.164444552
BA148QA,2016,4690.5,Q64,99N,385662,158469,E01032087,E02006684,C1,E12000009,E06000054,-37,-0.251463571
BA149AR,2016,3606.416667,Q64,99N,384912,157924,E01032085,E02006684,C1,E12000009,E06000054,-19,-0.800674066
BA149EN,2016,1838.916667,Q64,99N,384706,157632,E01032085,E02006684,C1,E12000009,E06000054,-19,-0.441372664
BA151DQ,2016,7090.75,Q64,99N,382466,160712,E01032050,E02006682,D1,E12000009,E06000054,23,0.559381123
BA160ET,2016,4189.166667,Q65,11X,348461,136582,E01029073,E02006060,C1,E12000009,E07000187,-60,0.018102252
BA16BA,2016,1011.416667,Q64,11E,376131,166249,E01014467,E02002990,C1,E12000009,E06000022,-89,0.887540519
BA16EA,2016,3944,Q64,11E,375565,166274,E01014465,E02002990,C1,E12000009,E06000022,-16,-0.025963936
BA17NP,2016,2118.5,Q64,11E,378020,167493,E01014373,E02002994,C1,E12000009,E06000022,108,-0.782561321
BA201LS,2016,1930.75,Q65,11X,355857,115974,E01029234,E02006089,C1,E12000009,E07000189,-108,-0.799192881
BA201SB,2016,3250.583333,Q65,11X,355639,115750,E01029234,E02006089,C1,E12000009,E07000189,-108,0.047341513
BA201UJ,2016,3695.166667,Q65,11X,355295,115593,E01029234,E02006089,C1,E12000009,E07000189,-108,-1.025390631
BA202BQ,2016,4166.75,Q65,11X,354830,116021,E01029246,E02006090,C1,E12000009,E07000189,1,-0.548085487
BA20HX,2016,1691.583333,Q64,11E,366660,158663,E01014459,E02003000,D1,E12000009,E06000022,-21,0.585074759
BA213BA,2016,2056.666667,Q65,11X,355079,117129,E01029250,E02006086,C1,E12000009,E07000189,90,-1.259697908
BA213TL,2016,1008,Q65,11X,353416,116927,E01029161,E02006087,C1,E12000009,E07000189,96,-0.957107971
BA215RL,2016,1259,Q65,11X,356729,117383,E01029237,E02006088,C1,E12000009,E07000189,41,-0.473307673
BA21ER,2016,2416.916667,Q64,11E,372295,164832,E01014464,E02002995,C1,E12000009,E06000022,19,0.831902763
BA227LT,2016,1846.583333,Q65,11X,359435,124471,E01029164,E02006080,E1,E12000009,E07000189,-61,0.723310092
BA228LN,2016,1082.583333,Q65,11X,352232,122687,E01029199,E02006080,E1,E12000009,E07000189,-67,-0.017783961
BA229AH,2016,1297.666667,Q65,11X,351842,113554,E01029181,E02006094,E1,E12000009,E07000189,-41,0.085180672
BA22QH,2016,2142.916667,Q64,11E,372685,162981,E01014434,E02003003,C1,E12000009,E06000022,60,-0.102049957
BA23HT,2016,3751.916667,Q64,11E,374069,164212,E01014484,E02002996,C1,E12000009,E06000022,93,0.208019446
BA23JZ,2016,2051.583333,Q64,11E,374283,164162,E01014484,E02002996,C1,E12000009,E06000022,93,-0.556299928
BA24BY,2016,3726.166667,Q64,11E,375563,165202,E01014371,E02002991,C1,E12000009,E06000022,-80,-0.53988827
BA24JT,2016,1985.916667,Q64,11E,375435,164206,E01014483,E02002996,C1,E12000009,E06000022,77,-0.139356829
BA25EG,2016,2956.25,Q64,11E,376034,162494,E01014388,E02003002,C1,E12000009,E06000022,-118,-0.769180626
BA27AY,2016,3781,Q64,11E,377083,164651,E01014380,E02002996,C1,E12000009,E06000022,18,-3.288454124
BA28JQ,2016,2251.75,Q64,11E,370008,157074,E01014444,E02003006,D1,E12000009,E06000022,-86,-0.352666974
BA32QE,2016,2151.416667,Q64,11E,366356,154430,E01014423,E02003009,C1,E12000009,E06000022,40,-0.275273223
BA32UH,2016,4168.916667,Q64,11E,366909,154374,E01014423,E02003009,C1,E12000009,E06000022,40,0.315122441
BA33PL,2016,2132.083333,Q64,11E,368882,154836,E01014451,E02003008,C1,E12000009,E06000022,95,-0.277548531
BA33UJ,2016,1493.5,Q64,11E,368086,154080,E01014470,E02003010,C1,E12000009,E06000022,-62,-1.652931824
BA35HT,2016,916.5,Q65,11X,363511,147250,E01029018,E02006052,E1,E12000009,E07000187,55,0.961248362
BA35NQ,2016,1756.25,Q65,11X,368650,149226,E01029025,E02006048,D1,E12000009,E07000187,62,1.444223953
BA45RT,2016,3547.5,Q65,11X,361886,143121,E01029064,E02006052,C1,E12000009,E07000187,56,0.010392743
BA45UH,2016,2199.833333,Q65,11X,361117,143270,E01029066,E02006055,C1,E12000009,E07000187,-57,-0.100828294
BA51XJ,2016,6273.166667,Q65,11X,354322,145097,E01029081,E02006054,C1,E12000009,E07000187,72,-0.736855689
BA69DD,2016,2133.916667,Q65,11X,350232,139072,E01029046,E02006057,D1,E12000009,E07000187,-74,-1.351670853
BA69LP,2016,4426.583333,Q65,11X,349605,139048,E01029047,E02006058,D1,E12000009,E07000187,79,0.173152412
BA77EE,2016,1655.833333,Q65,11X,363875,132161,E01029167,E02006076,D1,E12000009,E07000189,55,-1.486186591
BA99FQ,2016,2903.833333,Q65,11X,370637,128259,E01029229,E02006079,D1,E12000009,E07000189,-75,-0.270506246
BB101LG,2016,1472.583333,Q47,01A,384373,433614,E01024876,E02005178,C1,E12000002,E07000117,31,-0.090376936
BB101LZ,2016,1125,Q47,01A,384389,433855,E01024876,E02005178,C1,E12000002,E07000117,31,-0.678578972
BB102EZ,2016,2557.5,Q47,01A,386081,434921,E01024861,E02005176,C1,E12000002,E07000117,45,-0.23651343
BB103BF,2016,2551.833333,Q47,01A,384838,433843,E01024856,E02005178,C1,E12000002,E07000117,14,-0.479365093
BB111PS,2016,3297.916667,Q47,01A,384207,433214,E01024877,E02005178,C1,E12000002,E07000117,79,-0.473207689
BB112DL,2016,6481.416667,Q47,01A,384356,432804,E01024877,E02005178,C1,E12000002,E07000117,79,-0.410135556
BB113BB,2016,1476.666667,Q47,01A,384588,432360,E01024858,E02005182,C1,E12000002,E07000117,15,0.058004248
BB113BT,2016,1977.083333,Q47,01A,384638,432556,E01024858,E02005182,C1,E12000002,E07000117,15,-0.149360741
BB113JX,2016,1945.5,Q47,01A,384499,432033,E01024906,E02006881,C1,E12000002,E07000117,95,-0.654470525
BB114HP,2016,1573.666667,Q47,01A,383363,431859,E01024910,E02006881,C1,E12000002,E07000117,38,0.0048635
BB11LX,2016,1817.583333,Q47,00Q,369444,427889,E01012575,E02002621,C1,E12000002,E06000008,1,0.495898359
BB11SB,2016,604.1666667,Q47,00Q,369257,427397,E01012630,E02002621,C1,E12000002,E06000008,-103,-0.116504413
BB11XA,2016,1728.5,Q47,00Q,369983,428009,E01012576,E02002622,C1,E12000002,E06000008,66,-0.442051604
BB120HL,2016,741.1666667,Q47,01A,382491,433042,E01024881,E02005181,C1,E12000002,E07000117,18,1.099316301
BB126HY,2016,1487.416667,Q47,01A,381665,432571,E01024902,E02005181,C1,E12000002,E07000117,-25,-0.323275849
BB126LH,2016,1352.583333,Q47,01A,381085,433246,E01024879,E02005180,C1,E12000002,E07000117,124,1.119521415
BB128BP,2016,4264.75,Q47,01A,379429,433851,E01024885,E02005179,C1,E12000002,E07000117,51,0.000494046
BB12HR,2016,5866.166667,Q47,00Q,370257,427073,E01012638,E02002622,C1,E12000002,E06000008,-37,0.052247626
BB14LA,2016,1691.75,Q47,01A,372805,430317,E01025072,E02005214,D1,E12000002,E07000120,-89,0.213764252
BB15ER,2016,1614.583333,Q47,00Q,368742,428569,E01012643,E02002620,C1,E12000002,E06000008,-15,1.605856541
BB16DY,2016,1811.916667,Q47,00Q,368714,429098,E01012580,E02002618,C1,E12000002,E06000008,47,-0.315894606
BB16EA,2016,2169.75,Q47,00Q,368514,428807,E01012580,E02002618,C1,E12000002,E06000008,47,-2.09937882
BB16PH,2016,3835.333333,Q47,00Q,369291,429247,E01012606,E02002617,C1,E12000002,E06000008,67,-1.407891248
BB17EP,2016,2609.583333,Q47,00Q,368170,428547,E01012644,E02002620,C1,E12000002,E06000008,101,-0.590435668
BB185BG,2016,3858.416667,Q47,01A,387892,446569,E01025198,E02005241,C1,E12000002,E07000122,-127,-1.147083832
BB186QT,2016,2989.916667,Q47,01A,390619,446647,E01025200,E02005242,D1,E12000002,E07000122,75,-0.190098479
BB19BA,2016,1414.25,Q47,00Q,368508,431100,E01012633,E02002615,C1,E12000002,E06000008,82,1.398546827
BB19SR,2016,1664.666667,Q47,00Q,368857,429951,E01012608,E02002615,C1,E12000002,E06000008,-49,-0.679097852
BB21AX,2016,6256.833333,Q47,00Q,368000,428351,E01012656,E02002619,C1,E12000002,E06000008,95,0.230868157
BB21UW,2016,1662.75,Q47,00Q,366867,427474,E01012658,E02002619,C1,E12000002,E06000008,-94,0.196465082
BB22SU,2016,3412.333333,Q47,00Q,366620,427214,E01012623,E02002623,C1,E12000002,E06000008,-67,-0.32050559
BB23HS,2016,2928.75,Q47,00Q,368719,427008,E01012631,E02002620,C1,E12000002,E06000008,-102,-0.777867111
BB23SF,2016,619,Q47,00Q,368188,426712,E01012596,E02002623,C1,E12000002,E06000008,19,0.258129816
BB23UY,2016,1472.333333,Q47,00Q,368943,425885,E01012603,E02002625,C1,E12000002,E06000008,123,-0.212848912
BB24HY,2016,1605.75,Q47,00Q,367711,425886,E01012593,E02002627,C1,E12000002,E06000008,-84,0.223763889
BB24QD,2016,1692.75,Q47,00Q,366697,426140,E01012619,E02002626,C1,E12000002,E06000008,78,0.668470854
BB26PL,2016,1426,Q47,00Q,366869,428286,E01012586,E02002619,C1,E12000002,E06000008,124,-0.705201211
BB31BZ,2016,1035.416667,Q47,00Q,369280,421729,E01012654,E02002630,C1,E12000002,E06000008,-95,1.274245091
BB31ET,2016,485.5,Q47,00Q,368578,423319,E01012589,E02002628,C1,E12000002,E06000008,-101,0.386482714
BB31PY,2016,9695.916667,Q47,00Q,368970,422248,E01012653,E02002630,C1,E12000002,E06000008,75,0.223788667
BB45SL,2016,5872.5,Q47,01A,378664,423107,E01025397,E02005279,C1,E12000002,E07000125,-14,-0.609867999
BB47DN,2016,3038,Q47,01A,383468,421681,E01025392,E02006884,C1,E12000002,E07000125,40,0.025774312
BB47PL,2016,4156.416667,Q47,01A,381568,422745,E01033281,E02005281,C1,E12000002,E07000125,24,-0.196835877
BB48HH,2016,3603.5,Q47,01A,380990,423654,E01025356,E02005281,C1,E12000002,E07000125,-69,-0.202097653
BB50AE,2016,1685.333333,Q47,01A,375491,428623,E01025041,E02005217,C1,E12000002,E07000120,-72,-1.092834719
BB50AL,2016,1245.5,Q47,01A,375346,428556,E01025041,E02005217,C1,E12000002,E07000120,-72,-0.931693083
BB51EE,2016,491.4166667,Q47,01A,376239,428434,E01025036,E02005219,C1,E12000002,E07000120,-38,0.846195294
BB51QE,2016,685.6666667,Q47,01A,375739,428682,E01025041,E02005217,C1,E12000002,E07000120,-72,-0.229692926
BB51RT,2016,2042.583333,Q47,01A,374719,428509,E01033231,E02005217,C1,E12000002,E07000120,-74,-0.998623519
BB52EJ,2016,4933.916667,Q47,01A,375948,428360,E01025036,E02005219,C1,E12000002,E07000120,-38,0.684709646
BB53BP,2016,752.25,Q47,01A,374104,427237,E01025054,E02005220,C1,E12000002,E07000120,-88,-0.356277727
BB53JD,2016,2926.833333,Q47,01A,373717,427368,E01025076,E02005218,C1,E12000002,E07000120,-17,-0.542343518
BB54LF,2016,1683.666667,Q47,01A,374327,428808,E01025046,E02005216,C1,E12000002,E07000120,-61,-0.192596352
BB55HU,2016,2203.916667,Q47,01A,374787,430958,E01025050,E02005213,C1,E12000002,E07000120,8,-0.85899487
BB56AS,2016,867.4166667,Q47,01A,375907,429310,E01025057,E02005215,C1,E12000002,E07000120,54,-0.911604604
BB67QR,2016,4286.75,Q47,01A,373504,432524,E01025066,E02005212,C1,E12000002,E07000120,-124,0.321055535
BB72JG,2016,8130.083333,Q47,01A,374245,442044,E01025344,E02005271,C1,E12000002,E07000124,-35,0.42563391
BB73EP,2016,351.4166667,Q47,01A,370970,452451,E01025320,E02005270,F1,E12000002,E07000124,-11,2.06852833
BB79SL,2016,4158.666667,Q47,01A,373346,436023,E01025351,E02005276,D1,E12000002,E07000124,-79,0.564319484
BB80JZ,2016,11693.58333,Q47,01A,389174,440028,E01025227,E02005246,C1,E12000002,E07000122,36,0.115303279
BB88QU,2016,1360.083333,Q47,01A,391098,439061,E01025180,E02005245,C1,E12000002,E07000122,127,0.548039734
BB95RZ,2016,2250.916667,Q47,01A,384809,436664,E01025185,E02005252,C1,E12000002,E07000122,50,-0.507383162
BB97SR,2016,7544.166667,Q47,01A,385696,437999,E01025230,E02005250,C1,E12000002,E07000122,122,-0.508008671
BB98QP,2016,1113.833333,Q47,01A,385375,439167,E01025175,E02005247,C1,E12000002,E07000122,-25,-0.162178549
